"created_at","text","user.id_str","user.name","user.location","user.followers_count"
"Sat Dec 09 21:26:22 +0000 2017","RT @adryenn: 'Gold 2.0.' Cameron Winklevoss Says Bitcoin Will Become 'A Multitrillion-Dollar Asset' https://t.co/0Pw14xlmAG… ","912610265124020224","Adella Hostetler",,0
"Sat Dec 09 21:26:22 +0000 2017","RT @xrptips: The problem is even bigger than we thought: “Mathematical Proof That the Lightning Network Cannot Be a Decentralize… ","1606737590","åpoiu ytrewq",,8
"Sat Dec 09 21:26:23 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","933236763367129088","Jonelle Seemann","Kottai, Erode",1
"Sat Dec 09 21:26:23 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","913616873597550592","Kasandra de Clerque",,1
"Sat Dec 09 21:26:23 +0000 2017","The thought of this bitcoin deal gets me so hard","345680025","Cody Golden","Dallas, TX",119
"Sat Dec 09 21:26:23 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","936938041020628992","ЦТО78","Kerala, India",1
"Sat Dec 09 21:26:23 +0000 2017","Great story but errors one too many! https://t.co/tESnm4Qe0Q","55605053","Rashi Lal","Lucknow",507
"Sat Dec 09 21:26:23 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","939600278357204992","Jessenia Salomon","Al Faiha, Kuwait",0
"Sat Dec 09 21:26:23 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","829924599605243905","Delsie Son",,0
"Sat Dec 09 21:26:24 +0000 2017","REMEMBER EVERYONE WARNED about this\nBitcoin's Growing Price Gap Between Exchanges Creates Potential Headaches For F… https://t.co/Ht83MpiX9V","1178921706","paul uselton",,115
"Sat Dec 09 21:26:24 +0000 2017","I bet they do. Tulips anyone? https://t.co/4gTApojRiJ","922137668263092224","Method To Your Money","Edmonton, Alberta",239
"Sat Dec 09 21:26:24 +0000 2017","RT @mattloh79: @MadMoneyOnCNBC @jimcramer 2. “No one knows how much the creator has” - It’s estimated around 1M, but that's a reas… ","883119207499563013","ché ✨","Hell",40
"Sat Dec 09 21:26:24 +0000 2017","Craigslist sellers can now specify if they accept bitcoin https://t.co/t78DHX9vN0","365524314","The Mash","London, England",2541
"Sat Dec 09 21:26:24 +0000 2017","RT @BillRatchet: the year is 2050\n\ni just bought a gram of mid for .002 bitcoin","4918075662","A cool guy","Colorado, USA",436
"Sat Dec 09 21:26:24 +0000 2017","RT @ecoinomia: Why decentralization doesn’t protect you from market concentration. https://t.co/CT4UFhzddF","771810098025037824","Techmeme Chatter","San Francisco, CA",1438
"Sat Dec 09 21:26:24 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","937006502925049856","Кейт Дмитриева","Gujarat, India",1
"Sat Dec 09 21:26:25 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","881189948019408901","Marivel Bentley",,0
"Sat Dec 09 21:26:25 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","939575568684724229","Tiny MONTANA","North-west Frontier, Pakistan",0
"Sat Dec 09 21:26:26 +0000 2017","RT @AnkorusGlobal: Detailed discussion between CEO and adviser. Token sale now on at https://t.co/hHozW5q3fi\nhttps://t.co/Sh9oqfAzDO… ","308465446","Jangangilaya","bandung",5329
"Sat Dec 09 21:26:26 +0000 2017","RT @adryenn: 'Gold 2.0.' Cameron Winklevoss Says Bitcoin Will Become 'A Multitrillion-Dollar Asset' https://t.co/0Pw14xlmAG… ","903348799988539393","Gene Deshayes",,1
"Sat Dec 09 21:26:27 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","777171132331991040","Lilla Buntin",,0
"Sat Dec 09 21:26:27 +0000 2017","RT @rateico: 👍 ICO MARKET 2.0 🌐Self-Regulation by the #Community #Intelligence 🔁 Join Our #ICO! Become a Part of the New ICO Mar… ","328290744","MICKI *PINKWINE*","Queens , New York",41
"Sat Dec 09 21:26:27 +0000 2017","RT @cryptograffiti: Bought 28 million bitcoins in 2005 for four wampum.  I will pick 10 random people who retweet this and give one to… ","846458456391409664","Philip Gachot",,3
"Sat Dec 09 21:26:27 +0000 2017","RT @NanaAch89670000: this project is the new investment for the year end. enjoy this Christmas with some #bitcoin visit https://t.co/0C8DN9…","1509982646","Seke Jack","Ghanaur, India",2628
"Sat Dec 09 21:26:28 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","938496427893936130","Cathrine Davies","Ajlun",1
"Sat Dec 09 21:26:28 +0000 2017","RT @plantimals: a 10,000 year take on #bitcoin @stewartbrand @VanceCrowe https://t.co/ojMD7pKvGb","15925503","Sambodhi Prem","Australia",1058
"Sat Dec 09 21:26:28 +0000 2017","RT @brucefenton: To cavemen, an AK-47 looks like a very scary and efficient club.\n\nTo bankers, Bitcoin looks like a scary and effici… ","225303122","D1️⃣2️⃣","Tent City Maricopa County",1118
"Sat Dec 09 21:26:28 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","936969412036370432","М. Гостихин","Sri Lanka",1
"Sat Dec 09 21:26:28 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","936987303100272640","Валек Ганеев","Ukraine",1
"Sat Dec 09 21:26:28 +0000 2017","RT @rogerkver: Bitcoin’s usefulness as a store of value comes as a secondary effect from its usefulness as a medium of exchange. I… ","99984321","FUB","Crete, Greece",667
"Sat Dec 09 21:26:29 +0000 2017","New #bitcoin block at height 498457: 1,777 transactions for 6,721.94025040 #BTC ($96,159,506) Size 1029kB Weight: 3998kWU #blockchain","918374201467080705","BtcHook","The Internets",28
"Sat Dec 09 21:26:30 +0000 2017","RT @baxbooksdeux: Bitcoin is Beanie Babies for people who think Soylent is food","74316132","sarah 🌱",,219
"Sat Dec 09 21:26:30 +0000 2017","there will come a time where every single bitcoin has been lost\n\nisn't that amazing?","2603525726","loomdart",,28244
"Sat Dec 09 21:26:30 +0000 2017","RT | @StellarOrg just partnered with them!!! | #bitcoin #blockchain #fintech #Lumens #xlm #stellar #business… https://t.co/gq1sHAZFBH","254853566","Financial Revolution #Invest","Washington, DC",1394
"Sat Dec 09 21:26:30 +0000 2017","RT @cwarzel: bitcoin as a trend is very well suited for 2017 because nobody knows wtf is going on and yet everyone feels very st… ","2813867886","ShiftSprintDSOG🌐","L.A. Meltdown",316
"Sat Dec 09 21:26:30 +0000 2017","RT @EddyElfenbein: Implied Volatility in Bitcoin Options https://t.co/SocJxkceii","2304222866","ElLegadoDelLimitado",,1417
"Sat Dec 09 21:26:30 +0000 2017","RT @SJosephBurns: There are a lot of Bitcoin millionaires today just like Dot Com millionaires in early 2000. The trick is exiting wi… ","255780687","Luis Zapata",,674
"Sat Dec 09 21:26:31 +0000 2017","RT @AnkorusGlobal: Ankorus explained in a minute. Token sale now on at https://t.co/hHozW5q3fi. - https://t.co/BxadX3GSp6\n#Ankorus… ","308465446","Jangangilaya","bandung",5329
"Sat Dec 09 21:26:31 +0000 2017","RT @crypt0black: Bitcoin is not a bubble. Bitcoin will not ""die"". Bitcoin will live forever. Also, if Amazon starts to accept it, th… ","924318035766337536","Bella Daugherty",,0
"Sat Dec 09 21:26:31 +0000 2017","RT @AnkorusGlobal: Ankorus explained in a minute. Token sale now on at https://t.co/hHozW5q3fi. - https://t.co/BxadX3GSp6\n#Ankorus… ","808873082500902915","📱",,4517
"Sat Dec 09 21:26:32 +0000 2017","Twitter got everyone thinking they’re some genius financial advisor cause they found out about bitcoin this week.","165279087","Aaron Maldonado","Brooklyn, NY",1015
"Sat Dec 09 21:26:32 +0000 2017","RT @francispouliot_: Hyperbitcoinization is real.\n\nGovernment of Bulgaria discovers that it owns 3 billions $ of Bitcoin.\n\nThey can pay… ","807724478532820993","Yuri Yerofeyev","Vancouver, British Columbia",1631
"Sat Dec 09 21:26:32 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","902396368689532929","Dorian Gottschalk",,1
"Sat Dec 09 21:26:32 +0000 2017","RT @cryptomanran: A boy asked his bitcoin-investing dad for 1 bitcoin for his birthday. \n\nDad: What? $15,554??? $14,354 is a lot of m… ","2955954706","KelKel⭐️","in jolyne",87
"Sat Dec 09 21:26:33 +0000 2017","RT @StephenAtHome: Wow, if I had invested $1,000 in Bitcoin last week, today I would have... still no idea how Bitcoin works.","937026622820978688","Andrew Powell",,3
"Sat Dec 09 21:26:33 +0000 2017","RT @btc: 10 companies that are now worth less than #Bitcoin:\n\n1. Wal-Mart @Walmart \n2. Visa @Visa \n3. Intel @intel \n4. AT&amp;T… ","5733162","Zeno Davatz","Zürich",519
"Sat Dec 09 21:26:33 +0000 2017","RT @cryptomanran: Repeat after me: When the futures launches tomorrow and the price starts to do crazy things, I WILL NOT SELL MY BITCOIN!","819636497242525698","Lucifer","Türkiye",23
"Sat Dec 09 21:26:33 +0000 2017","RT @6BillionPeople: Welcome to my Twitter. Im ""MarQuis Trill @6BillionPeople "" Everyone asks me ""How can I buy #Bitcoin #Litecoin… ","916770794910437376","Trisha Latter",,4
"Sat Dec 09 21:26:33 +0000 2017","RT @cryptomanran: A boy asked his bitcoin-investing dad for 1 bitcoin for his birthday. \n\nDad: What? $15,554??? $14,354 is a lot of m… ","15084480","Chris Simpkins","chris@sourcefoundry.org",5971
"Sat Dec 09 21:26:33 +0000 2017","RT @nasirjones007: ✅ BITCOIN PRICE TECHNICAL ANALYSIS UPDATE https://t.co/Z4cgiotqFF","64210260","ohnstocks",,299
"Sat Dec 09 21:26:33 +0000 2017","RT @maxkeiser: The motivation of the biggest HODL’ers in #Bitcoin is primarily to escape the fiat Ponzi nightmare. The reason they… ","712987973705449472","ChrisG",,1270
"Sat Dec 09 21:26:34 +0000 2017","RT @prestonjbyrne: Bitcoin's not a Ponzi scheme. Nor is it a pyramid scheme. It's a Nakamoto Scheme. https://t.co/Tskpa6Ft1T","96141067","shibahamax3",,615
"Sat Dec 09 21:26:34 +0000 2017","RT @DunkenKBliths: BITCOIN the disruption technology that might be the downfall of civilisation...\n\n32,000,000,000 kW/h is the current… ","749593849","FionaMullen","Cyprus",3959
"Sat Dec 09 21:26:34 +0000 2017","Bitcoin futures are coming this weekend — here's what to expect - https://t.co/7MPbMTF00j","364589590","Exact Option Picks","Miami, FL",243
"Sat Dec 09 21:26:34 +0000 2017","@voxcpw It's impossible to actually measure electricity consumption. Last time I saw a report on the energy consump… https://t.co/2KGW50sLBk","37746592","Daniel","/dev/random",30
"Sat Dec 09 21:26:34 +0000 2017","Ok we can't stop the FUD now. Official $xem twitter says the wechat deal is legit. $crypto #bitcoin #Altcoins $btc https://t.co/bdzb5Ph1ch","864985727146246150","TraderTravis",,3661
"Sat Dec 09 21:26:34 +0000 2017","RT @cryptomanran: A boy asked his bitcoin-investing dad for 1 bitcoin for his birthday. \n\nDad: What? $15,554??? $14,354 is a lot of m… ","358256924","2 4 6 1 1 kare kare","On a higher ground.",1426
"Sat Dec 09 21:26:34 +0000 2017","RT @StephenAtHome: Wow, if I had invested $1,000 in Bitcoin last week, today I would have... still no idea how Bitcoin works.","2673581290","Amanda Sanders",,17
"Sat Dec 09 21:26:34 +0000 2017","RT @MichaelKitces: Are #BTC Whales manipulating prices? Echoes of the early stock market before regulation limited the worst abuses...… ","771810098025037824","Techmeme Chatter","San Francisco, CA",1438
